cd4,cd8b,cd3,cd8
99,105,54,135
141,66,101,460
472,318,477,249
266,411,182,651
267,222,143,112
144,438,316,675
167,91,132,177
274,185,160,76
442,155,426,214
168,190,86,241
116,338,364,641
258,213,52,196
347,411,331,674
293,242,161,295
265,162,202,180
113,57,356,209
334,199,161,239
132,51,67,410
227,159,178,211
148,360,227,536
274,128,76,132
191,145,115,102
261,151,130,113
258,178,119,253
193,209,148,229
274,512,399,677
413,378,333,376
133,119,8,495
99,101,38,487
253,217,135,186
349,236,199,295
295,424,303,623
115,429,353,726
515,482,434,687
76,39,13,253
371,452,345,712
231,136,176,59
399,78,358,195
321,244,174,258
164,59,359,152
214,224,140,210
361,228,198,206
327,277,209,294
172,141,82,195
105,128,100,435
259,196,128,188
329,470,325,757
390,56,353,175
258,6,267,113
276,215,112,136
211,5,70,263
115,396,238,681
246,96,34,142
334,258,211,231
260,192,97,113
211,132,83,158
443,280,181,250
239,165,47,154
454,227,379,137
418,325,310,306
436,27,522,116
79,71,291,500
157,146,140,170
423,330,323,367
242,181,141,180
484,392,461,413
236,232,217,630
102,131,79,175
302,412,242,641
247,168,151,211
261,263,231,191
201,132,48,48
92,108,67,378
236,210,60,268
203,164,112,16
479,564,503,794
348,302,241,345
302,329,254,635
214,171,136,340
248,185,177,169
299,264,196,290
375,517,400,754
213,237,179,227
382,143,342,93
416,362,324,355
307,129,99,158
177,173,139,188
452,323,446,187
295,236,176,261
345,303,251,277
178,44,28,611
127,62,44,256
431,334,216,274
264,230,172,207
474,368,297,322
284,178,114,191
238,216,158,221
466,407,343,415
147,96,94,166
276,261,219,133
357,516,361,739
131,102,145,211
453,319,235,376
405,373,304,378
509,353,465,707
275,207,172,115
155,140,90,227
251,173,130,142
285,69,308,84
343,139,51,207
256,261,213,301
412,339,304,393
311,263,236,255
239,197,164,223
141,111,20,194
359,270,257,238
295,186,204,155
275,188,175,211
150,90,33,505
282,147,138,217
333,427,339,692
235,173,127,237
145,137,60,204
220,219,171,62
299,402,338,684
317,50,333,102
244,238,136,289
290,131,187,78
226,145,39,96
231,47,178,148
226,203,77,109
397,94,211,136
260,195,143,90
256,216,193,214
111,33,307,677
331,447,325,655
223,62,52,141
109,491,346,684
160,401,275,655
256,147,31,100
447,384,312,388
461,97,517,121
455,407,432,592
119,120,47,211
398,353,329,420
149,25,26,119
258,184,130,246
413,321,318,331
215,155,118,139
292,91,224,142
229,127,84,103
374,320,456,541
233,167,178,124
240,155,172,270
169,194,96,156
422,365,302,400
96,229,99,532
168,136,29,181
235,157,133,58
298,216,139,275
298,273,254,650
168,432,447,674
400,322,260,352
342,232,209,338
107,37,24,177
348,247,216,230
384,60,426,194
211,175,70,64
276,121,167,182
335,190,167,210
201,211,146,212
357,542,453,704
75,4,85,91
265,191,42,176
470,295,412,286
197,184,87,390
162,148,146,298
336,236,208,152
139,235,259,588
186,121,74,99
354,245,135,111
194,117,163,165
278,146,110,141
494,286,406,225
145,133,55,362
178,177,78,205
222,212,111,242
225,119,134,176
259,245,127,258
224,124,107,116
306,260,349,693
210,181,104,183
393,440,354,699
251,232,170,171
313,217,127,248
207,204,92,219
176,51,89,559
458,366,349,340
164,102,88,165
264,159,58,337
241,218,169,212
349,104,279,234
301,293,53,240
190,149,125,160
233,193,155,170
278,186,156,104
113,92,94,404
232,200,158,254
364,278,217,360
273,244,171,250
107,63,442,5
279,239,102,275
215,179,162,103
249,429,404,314
242,109,80,148
285,400,268,680
47,63,63,178
316,226,74,204
422,463,370,677
67,73,86,434
234,106,218,105
200,173,147,165
69,398,236,643
322,251,56,553
314,230,181,150
169,78,395,126
278,195,198,205
355,136,52,72
217,115,44,208
266,126,35,156
192,152,117,300
146,79,74,447
222,141,105,249
319,278,227,274
136,74,42,482
183,150,28,512
542,468,512,642
415,115,355,75
293,137,134,161
292,74,294,165
256,235,118,277
301,223,163,203
171,122,33,250
64,39,98,116
189,608,163,297
323,248,81,546
240,172,76,190
526,364,445,293
244,203,169,186
243,244,88,266
268,126,253,184
273,196,104,155
219,153,109,114
302,245,209,233
393,353,265,376
435,438,334,636
210,206,149,246
250,38,119,160
204,142,103,93
280,83,218,89
282,234,142,253
282,190,114,211
227,65,165,165
338,27,308,155
234,207,172,160
226,144,130,163
113,167,100,395
347,298,257,330
198,101,110,143
273,218,108,131
242,184,122,196
272,219,48,266
269,226,210,269
162,451,366,657
86,138,441,584
271,174,184,241
305,58,203,127
236,276,189,384
177,191,167,264
266,191,111,160
159,108,170,142
238,189,115,197
438,169,409,283
398,345,252,309
109,7,62,596
72,460,333,709
272,200,176,275
118,10,126,394
265,237,403,316
309,256,204,159
249,199,214,116
337,309,489,549
127,111,125,567
277,166,142,97
271,70,183,217
305,219,212,216
416,553,412,795
178,206,165,176
254,208,230,202
244,170,101,59
299,163,158,75
250,177,115,203
244,212,157,111
67,50,48,386
267,126,287,97
351,318,250,334
291,172,193,155
247,164,113,141
493,438,364,469
190,181,76,256
281,171,138,228
223,174,121,204
239,176,83,182
122,134,349,594
233,152,140,158
255,134,65,247
417,418,368,649
413,432,359,711
18,130,88,34
283,249,203,176
287,264,196,230
329,122,254,89
275,226,183,254
223,187,210,121
307,274,142,245
237,176,136,201
299,288,290,688
180,78,113,179
445,325,343,335
164,180,87,249
193,180,107,254
277,242,217,283
112,45,371,228
242,194,168,158
489,304,418,253
109,91,425,209
229,204,117,148
114,60,32,556
346,502,371,745
226,55,84,157
267,192,163,257
272,207,127,226
207,183,102,175
360,394,327,400
170,370,268,590
253,176,199,155
312,319,239,370
481,462,442,742
204,165,95,148
231,198,208,241
262,164,183,224
165,375,339,772
440,282,313,298
122,94,384,474
133,113,27,379
130,114,24,572
201,205,167,177
58,149,9,626
90,56,53,448
218,214,120,172
232,136,162,142
269,219,159,262
297,193,72,279
347,304,247,235
309,203,149,210
236,195,59,85
365,47,290,78
247,129,145,87
4,126,266,466
344,214,140,204
139,42,97,244
344,77,281,117
369,308,264,301
258,152,180,106
233,178,214,176
114,90,36,369
293,183,108,305
283,191,207,141
240,196,139,260
122,108,78,227
264,84,110,213
238,209,148,280
342,179,48,127
112,394,215,649
295,225,176,273
107,51,279,199
78,375,253,617
355,473,374,750
278,130,63,123
355,212,48,254
305,158,168,184
401,220,408,190
228,210,187,198
157,308,248,581
216,185,147,83
247,428,292,674
391,281,251,357
89,298,339,582
262,106,50,280
269,437,348,660
277,224,187,281
248,59,186,207
280,229,214,445
368,473,395,700
240,187,67,122
369,83,260,14
508,203,449,163
302,274,208,230
332,201,174,238
253,150,122,69
248,223,145,257
370,280,335,262
230,156,117,94
328,252,188,249
200,233,23,199
335,293,234,329
442,482,389,783
286,189,235,420
264,189,188,133
295,217,123,218
265,236,169,321
387,249,239,263
393,462,435,763
306,267,266,267
415,107,273,191
317,264,241,278
107,92,424,345
334,63,282,183
282,201,176,26
193,184,85,426
209,170,154,190
271,122,139,191
227,104,77,137
398,49,357,129
90,29,11,362
306,192,192,158
289,94,144,115
107,166,347,671
294,123,137,88
420,291,327,302
311,222,344,228
431,100,340,26
235,178,132,138
339,238,273,305
280,363,345,634
469,589,448,793
284,230,212,296
228,100,74,164
306,224,138,201
236,222,54,115
251,121,1,82
387,301,285,345
246,203,97,189
323,292,254,314
385,562,424,811
195,41,26,252
221,249,129,220
374,423,265,641
287,270,244,232
251,133,130,127
164,192,159,559
265,289,220,244
295,229,185,143
235,69,98,217
150,126,176,354
251,133,150,203
185,42,39,219
221,148,77,160
273,162,149,206
322,273,125,255
294,164,130,194
137,113,154,197
452,280,382,247
164,322,174,611
548,304,484,305
368,340,273,434
274,189,89,167
235,205,179,120
280,228,169,293
248,207,117,147
451,502,471,800
249,169,39,225
169,183,173,216
268,63,126,99
347,240,456,256
356,329,286,303
23,131,90,183
118,133,138,46
245,238,80,111
264,217,213,232
245,154,166,192
150,320,233,645
336,123,143,329
138,138,126,560
127,327,226,606
378,338,273,326
281,234,98,383
136,327,214,576
143,130,263,535
401,340,250,363
191,165,91,153
292,284,190,274
253,208,156,297
214,168,44,8
269,144,168,193
305,236,241,266
269,203,89,178
203,195,6,195
337,252,116,220
476,347,385,375
292,194,257,259
131,2,74,237
364,270,219,337
261,234,167,199
306,324,227,166
211,193,107,164
315,1,348,124
153,206,371,615
159,120,107,179
378,314,75,619
232,178,89,175
215,170,147,140
379,244,104,241
293,282,245,656
366,68,400,76
251,211,108,266
309,298,219,318
266,200,151,24
405,129,310,29
258,96,269,221
176,110,47,598
245,205,163,160
146,87,52,486
258,102,184,176
165,339,219,588
291,175,189,188
274,214,112,222
291,188,97,177
295,455,313,664
277,219,178,260
130,33,429,183
509,276,417,303
351,79,291,154
400,148,339,214
315,234,206,209
237,174,19,203
337,199,127,244
466,373,236,733
117,67,56,418
324,183,115,197
389,64,357,90
276,210,143,261
136,155,35,403
293,255,157,214
254,216,141,221
285,234,66,205
128,108,72,196
396,90,344,151
500,477,433,689
488,482,439,618
371,498,393,691
320,135,68,35
236,177,140,133
238,203,115,210
424,379,327,413
256,174,116,117
333,185,188,118
460,373,338,344
238,238,151,244
345,79,280,199
432,385,321,408
383,307,261,306
96,53,275,625
52,54,53,427
279,184,179,159
294,263,150,391
167,85,109,160
243,192,132,226
311,168,159,178
174,43,119,216
465,331,257,350
174,66,283,616
387,499,373,785
231,267,77,362
220,244,97,118
209,159,56,77
283,224,111,59
427,393,375,492
272,195,118,108
252,128,273,122
222,102,160,111
208,109,163,135
280,197,141,237
102,74,117,487
76,337,259,617
246,136,74,66
345,97,315,195
258,103,121,92
439,456,330,665
156,90,40,331
278,178,54,26
294,237,134,261
459,501,444,653
228,223,71,261
482,448,380,427
150,75,383,197
242,22,116,93
208,175,174,74
396,163,277,193
123,405,397,678
289,156,211,149
258,205,118,214
400,324,249,427
182,85,69,394
137,266,36,285
109,346,210,669
251,140,110,50
356,352,344,148
307,209,132,175
268,137,177,199
231,30,28,187
251,140,125,201
477,520,509,688
237,170,124,208
200,38,17,317
77,55,58,484
271,469,365,688
305,266,132,296
181,140,132,136
330,314,274,401
360,349,354,335
347,256,144,243
281,459,361,728
371,332,272,330
256,190,141,176
528,366,419,358
296,190,181,179
270,197,175,228
111,88,13,182
190,113,3,104
105,97,42,136
245,30,189,83
403,106,387,167
230,130,108,218
385,268,222,282
239,133,155,195
289,48,275,118
127,104,50,565
311,294,405,249
433,319,295,313
287,307,251,324
566,347,475,320
289,276,209,309
456,278,458,210
261,165,168,123
121,51,65,32
295,204,42,214
308,295,190,287
362,33,373,169
270,140,130,188
194,116,94,111
212,190,122,225
259,218,162,276
212,176,155,195
243,301,199,600
372,340,276,433
301,195,149,171
107,387,259,647
284,195,146,195
274,103,281,175
336,285,188,236
65,217,407,600
223,170,149,141
345,306,187,268
273,160,140,220
384,408,259,727
271,219,204,211
336,529,375,665
262,113,85,94
253,188,12,312
120,146,124,164
103,162,119,182
269,171,117,224
188,116,105,108
215,144,149,265
292,289,190,451
417,140,475,472
359,213,164,202
270,237,189,219
417,62,351,67
130,10,47,165
64,102,34,408
206,155,80,85
246,241,87,257
110,142,415,697
278,188,104,111
333,255,106,576
180,119,437,251
460,235,406,235
306,275,159,320
201,148,40,473
221,155,155,205
297,332,257,302
258,406,289,639
256,209,179,219
315,101,342,251
318,269,212,257
95,424,269,675
310,177,295,186
382,450,354,717
385,195,344,243
429,230,366,223
31,95,90,659
331,202,128,235
237,105,134,121
98,25,69,510
239,29,186,193
447,428,330,623
336,248,125,259
392,305,259,379
432,321,278,284
262,101,177,147
469,413,346,456
534,272,463,245
311,462,293,753
450,372,301,354
271,267,181,285
263,173,57,70
313,265,240,316
33,126,102,492
86,136,63,189
52,73,87,368
223,80,63,190
359,245,184,277
400,298,340,384
190,137,115,175
235,197,116,119
282,227,192,218
225,171,126,216
386,308,199,301
154,95,87,609
248,223,119,103
148,93,98,606
253,220,194,104
271,199,70,161
144,36,16,506
240,211,177,220
375,308,213,334
310,214,126,251
420,330,286,342
328,256,195,319
263,159,174,51
189,129,78,76
438,444,362,742
268,41,89,175
89,77,152,296
262,81,86,178
291,220,178,249
384,339,240,318
133,135,80,224
369,259,147,302
254,185,141,316
191,126,86,59
288,247,44,137
206,121,7,61
254,94,249,191
133,80,131,236
211,179,147,70
275,311,175,396
238,162,72,107
352,416,358,661
213,97,121,195
265,138,212,144
307,279,187,254
287,262,187,259
216,198,146,140
308,214,143,271
404,94,379,197
242,177,95,226
475,401,356,452
299,199,156,105
203,208,183,82
258,208,135,155
160,377,384,529
103,311,189,547
271,177,114,29
262,242,167,229
311,270,247,283
460,358,279,344
344,308,276,320
146,447,379,670
176,147,86,201
349,245,145,300
261,153,133,155
395,42,345,105
239,136,145,257
247,198,170,239
279,208,120,149
263,198,138,307
247,169,36,205
249,200,107,95
277,202,61,252
290,174,54,227
311,180,220,180
257,103,149,167
252,201,129,180
361,149,289,217
304,271,222,203
282,241,216,299
213,146,91,267
287,98,61,120
380,95,300,109
283,162,155,12
373,246,230,243
534,262,423,645
416,74,403,52
228,200,155,129
403,287,179,281
87,55,379,206
416,460,378,701
266,239,173,103
134,127,82,522
230,145,82,227
314,186,131,188
222,144,134,106
461,357,385,598
335,239,198,153
355,255,224,314
236,139,130,214
110,78,10,608
276,167,147,206
290,166,200,222
269,160,150,152
149,77,11,300
228,191,166,242
353,259,154,275
121,98,17,617
253,212,61,214
260,108,211,91
235,202,3,221
103,89,15,448
179,101,54,361
381,354,283,600
352,259,220,337
216,191,134,178
278,174,87,138
188,153,173,194
287,408,434,689
267,216,148,215
461,489,429,692
254,237,113,209
224,218,212,259
189,170,35,274
155,111,77,457
265,178,114,132
229,167,108,135
239,205,130,250
429,503,393,707
425,341,321,297
311,221,193,300
218,202,125,236
232,203,147,288
426,81,370,160
173,150,119,198
229,149,114,152
345,478,370,689
312,227,197,260
383,268,201,235
518,505,484,676
243,190,162,253
314,40,301,199
274,163,130,172
365,290,239,297
330,277,265,356
279,201,52,76
237,228,157,162
257,253,57,229
329,319,195,340
272,171,77,233
98,349,202,609
440,158,317,263
258,177,125,168
187,66,92,137
287,150,148,266
222,172,104,155
279,236,187,288
219,148,160,116
279,158,53,36
217,214,120,289
241,174,32,167
301,179,102,219
234,203,127,99
237,173,173,137
136,94,99,120
404,100,376,69
261,213,165,317
361,294,203,278
126,75,392,543
168,132,63,475
270,183,130,224
178,58,23,103
263,217,126,230
120,88,29,169
97,86,23,449
420,328,260,354
273,199,131,136
137,101,13,173
190,203,31,579
311,225,211,223
208,87,60,219
217,209,106,208
124,130,198,585
236,151,84,141
165,41,73,243
332,168,142,171
285,381,292,664
251,150,176,102
226,337,232,599
303,204,184,285
227,186,73,190
305,175,216,277
284,149,311,233
210,214,163,286
266,23,198,215
322,265,250,268
217,206,145,201
383,311,263,355
147,63,132,583
285,149,201,174
267,157,151,185
412,85,296,138
315,203,188,166
430,517,444,709
201,133,279,204
282,156,144,127
272,204,142,199
207,331,114,243
284,219,172,141
167,122,501,242
142,399,262,604
260,242,211,50
208,143,11,108
502,514,409,675
203,165,112,208
258,131,191,211
277,210,140,51
290,180,124,205
524,301,433,310
283,221,108,122
290,188,172,210
472,299,500,255
164,119,67,255
263,165,132,114
186,172,113,559
375,78,327,185
247,212,143,164
231,244,200,189
274,178,100,247
311,223,136,178
253,252,129,248
482,286,368,207
247,143,158,131
246,180,70,203
257,197,5,232
259,185,64,317
177,142,129,192
345,286,250,318
229,172,175,252
239,484,353,663
183,62,142,85
295,167,143,220
254,182,154,186
403,364,276,377
229,139,149,108
148,87,72,276
152,187,163,228
268,92,105,203
199,254,157,603
252,200,107,142
272,204,103,372
354,337,424,373
274,158,168,63
281,191,154,212
145,134,59,453
157,150,95,141
453,642,565,842
346,150,21,237
230,118,75,74
354,418,382,667
298,196,148,205
369,154,394,167
234,231,115,181
349,220,137,233
198,122,88,145
420,330,389,403
267,166,72,224
287,254,175,268
254,175,163,175
265,157,198,234
297,217,104,223
289,191,219,207
321,225,178,228
295,99,192,97
206,151,44,473
540,636,544,776
266,96,243,112
333,129,323,167
241,217,193,225
295,181,75,227
350,72,270,160
264,273,148,249
264,220,167,231
495,293,476,395
230,220,200,220
301,173,130,220
456,373,318,316
365,352,353,260
137,386,232,626
347,295,268,352
227,152,83,182
458,495,430,703
269,185,160,237
270,215,83,5
277,172,46,56
280,244,230,294
114,352,296,666
132,111,11,206
320,173,173,224
39,113,341,146
260,161,198,110
277,144,62,169
220,234,89,135
242,205,109,173
180,147,16,169
275,189,110,130
122,78,84,166
164,54,113,535
269,152,178,170
288,374,223,668
325,235,78,223
434,343,295,350
573,650,570,552
394,136,278,1
248,170,206,137
307,265,209,261
225,176,158,142
220,192,174,142
376,46,320,37
391,165,240,231
388,293,155,257
290,228,156,155
181,152,150,100
218,168,114,136
357,338,270,261
392,100,278,158
277,220,199,266
195,163,133,177
217,203,179,194
250,119,82,125
374,500,376,777
404,76,321,207
112,50,62,344
320,260,162,331
253,221,87,71
160,8,344,492
150,365,464,652
357,297,315,617
441,345,392,360
312,289,177,274
287,96,223,128
259,108,28,173
290,175,92,235
138,113,29,439
248,213,171,161
415,294,316,399
285,173,163,176
159,48,74,295
548,552,499,728
355,243,198,206
278,206,199,277
97,19,451,116
105,18,302,176
372,330,265,338
129,119,45,486
525,324,547,296
264,203,108,115
203,171,253,581
197,296,244,606
418,279,410,337
350,319,310,413
188,144,75,222
287,207,160,202
77,407,293,656
485,390,565,571
281,269,141,270
393,460,349,764
334,287,222,268
311,53,304,146
106,9,343,108
118,363,273,626
344,114,309,165
301,198,99,134
376,289,257,244
168,116,35,290
336,180,153,67
394,12,369,111
236,200,145,227
548,380,500,353
178,94,42,341
194,91,139,462
194,157,52,193
400,68,310,87
228,206,124,145
180,214,80,157
89,63,413,214
480,408,520,677
470,430,397,713
165,68,3,118
193,209,120,179
211,191,101,95
405,432,364,618
109,507,416,665
271,460,294,697
410,366,340,373
309,181,78,131
236,208,217,193
297,222,161,298
366,50,207,174
284,238,337,603
513,337,357,361
231,186,132,202
228,151,191,132
149,88,167,581
294,228,158,178
207,168,88,163
266,179,182,257
297,241,218,304
212,228,108,305
455,254,493,329
270,92,119,166
368,204,95,152
298,121,227,109
115,65,97,367
320,177,116,230
289,218,175,237
140,93,188,141
307,228,175,281
265,207,185,154
466,388,296,398
260,209,124,222
107,418,305,672
419,322,261,333
130,86,58,210
300,378,281,741
276,125,81,168
277,85,202,74
258,194,165,228
112,85,284,263
151,64,6,166
208,160,83,172
116,326,143,624
349,164,163,46
379,250,179,313
279,279,200,277
285,111,189,207
272,148,143,194
252,38,152,208
441,236,366,294
298,216,146,243
353,282,202,338
270,226,158,267
266,198,95,245
255,179,125,166
64,54,1,196
227,155,164,286
424,120,140,119
250,202,103,209
326,322,16,621
283,164,169,250
169,193,19,234
390,283,237,305
184,176,128,84
259,199,131,181
332,75,153,52
123,116,131,341
110,155,16,381
239,186,35,196
384,207,383,244
261,210,158,120
263,348,266,643
330,284,212,285
156,62,5,174
153,181,131,151
519,263,375,340
156,128,44,393
224,175,129,172
324,58,249,22
195,71,185,179
231,201,143,157
302,197,150,215
105,114,86,380
396,83,259,212
98,45,50,432
431,160,269,237
224,176,164,214
424,352,344,389
272,32,245,47
239,166,76,210
306,151,235,177
136,44,161,456
236,181,87,185
178,327,229,642
319,103,207,212
103,269,136,125
336,46,343,168
325,85,138,231
187,362,308,618
260,243,92,292
277,263,130,298
218,214,64,158
189,158,147,187
186,184,108,286
243,169,147,216
167,27,9,532
398,294,207,284
331,333,253,47
328,105,274,230
294,219,39,128
206,377,240,658
224,166,50,204
291,310,275,692
283,190,164,186
266,189,110,253
329,291,220,349
326,141,94,147
326,238,162,234
118,15,17,160
273,189,4,150
237,163,120,179
224,229,191,245
337,262,237,292
307,213,163,244
270,211,119,251
252,173,118,251
295,226,184,212
272,228,166,136
138,353,274,684
283,177,210,271
156,102,70,194
274,163,38,81
169,121,24,362
275,267,196,283
242,198,148,163
318,192,152,229
231,170,164,92
102,134,115,113
280,196,203,134
330,468,326,717
146,157,37,465
349,105,298,121
174,174,44,227
296,249,177,99
202,396,449,638
218,206,137,164
138,103,64,462
315,436,250,685
247,182,179,106
108,99,26,205
416,279,302,181
440,414,434,467
270,164,215,326
334,266,198,293
272,132,108,135
355,76,236,175
285,456,348,659
387,494,376,728
276,211,126,148
135,466,320,695
250,171,105,231
116,89,78,619
309,48,221,120
276,202,160,262
268,211,84,131
323,186,208,281
450,256,466,253
223,177,167,109
314,127,258,158
160,379,214,637
366,96,331,141
268,162,169,105
93,16,36,378
274,273,193,244
298,198,163,210
174,156,6,197
151,336,266,583
133,268,286,582
267,187,83,184
159,68,45,180
298,145,171,238
214,202,122,240
510,334,490,299
458,306,303,286
293,185,114,165
206,177,183,209
495,497,468,753
336,263,195,267
253,212,154,255
344,40,301,85
253,205,114,2
213,190,142,127
256,150,304,133
356,253,165,277
113,66,82,324
352,259,172,239
246,96,301,170
134,72,12,388
257,238,70,497
271,312,352,745
300,230,135,265
230,187,103,168
261,201,108,196
385,332,247,499
249,167,108,214
458,237,407,250
240,213,119,175
119,112,74,610
444,78,489,129
425,378,324,414
298,235,175,217
300,265,154,232
413,378,338,503
240,258,225,314
372,66,356,4
128,414,369,633
56,319,127,578
353,231,248,190
311,234,174,140
231,209,192,260
297,117,89,104
311,163,211,118
297,232,151,221
84,95,104,78
248,158,200,224
376,88,299,229
521,332,424,739
330,62,299,220
266,197,109,146
259,65,314,83
377,510,391,739
328,274,124,277
222,171,144,168
310,203,152,307
394,295,218,404
375,315,269,369
429,306,166,381
438,82,322,126
220,197,167,160
88,63,35,546
407,316,254,309
271,139,111,181
115,379,332,724
382,449,299,644
306,228,120,284
277,165,217,173
267,207,166,184
84,45,47,164
229,134,330,244
332,307,190,338
287,229,168,249
59,474,356,611
355,203,348,100
148,34,148,183
242,242,185,223
123,138,63,583
514,386,444,373
313,239,172,202
241,123,116,112
99,365,330,658
377,333,249,307
332,121,266,168
140,12,109,421
148,158,118,338
221,160,118,95
417,465,365,744
464,509,429,734
245,166,122,211
411,178,367,106
244,27,94,157
135,22,8,19
426,83,338,100
294,66,222,79
306,246,207,235
469,395,320,416
318,224,194,259
375,308,241,327
457,383,300,360
325,242,173,278
293,170,173,138
265,192,62,528
205,44,259,183
289,163,111,175
283,205,141,257
257,174,62,170
274,193,122,221
111,58,466,587
424,337,269,306
474,437,367,723
324,69,278,173
260,207,130,233
171,106,489,94
170,77,189,635
320,205,155,257
282,166,145,162
280,193,145,255
478,85,432,8
194,110,124,117
269,378,310,633
263,145,131,178
381,278,202,262
257,205,103,272
309,290,210,335
335,269,252,418
125,31,124,246
250,213,62,184
248,203,154,183
234,212,132,226
246,134,70,95
296,210,169,268
149,312,204,583
211,217,132,65
311,182,149,168
92,121,38,180
235,154,213,168
79,372,61,200
183,168,158,52
225,221,157,337
246,231,172,175
267,181,121,245
301,226,168,212
84,67,269,179
253,215,123,284
247,201,180,86
119,63,16,76
255,167,90,194
325,271,136,260
126,81,90,203
352,280,260,239
253,188,180,150
268,360,278,646
257,389,303,536
212,100,104,142
263,234,95,220
267,244,74,245
301,266,231,294
302,271,150,324
261,220,160,206
101,402,289,626
267,176,133,175
224,178,72,239
308,130,120,143
289,171,168,134
218,133,87,193
200,106,31,465
167,141,68,421
196,204,44,230
198,84,161,203
274,202,191,121
142,97,63,557
230,8,268,158
380,253,264,228
185,114,58,233
363,328,221,388
158,168,118,98
152,526,349,715
403,412,367,498
434,131,509,175
133,169,16,635
178,211,100,560
154,75,55,260
226,230,179,627
264,153,124,196
247,219,169,272
134,134,54,543
121,126,13,367
295,259,220,441
182,158,131,514
293,228,170,293
161,96,33,484
266,198,164,226
105,276,216,607
234,157,183,107
408,232,418,521
154,207,29,219
290,143,156,138
249,146,210,207
247,148,106,116
333,296,242,361
306,104,314,182
281,173,144,245
332,299,271,272
379,480,365,717
246,133,44,173
303,163,130,200
216,200,132,67
454,461,478,740
293,259,200,248
176,344,297,671
345,203,196,193
222,124,96,150
177,354,225,638
184,74,123,71
172,204,131,273
376,342,316,403
221,197,104,251
276,189,87,192
170,110,10,465
189,94,121,196
256,214,104,246
504,560,540,760
228,213,140,125
255,237,192,139
139,11,58,548
221,194,146,101
242,210,83,199
306,266,164,273
278,136,116,98
322,226,206,312
189,159,110,209
298,274,230,299
257,190,114,236
159,357,154,636
368,207,298,184
270,132,74,113
251,226,106,73
81,104,22,299
376,271,196,254
53,90,383,138
103,120,276,737
420,348,294,386
389,449,315,652
360,273,216,323
246,168,140,229
177,109,76,458
133,101,418,94
250,218,107,228
137,4,57,233
305,163,152,202
229,239,285,485
235,209,76,260
218,83,109,221
289,231,202,283
208,167,128,104
283,170,115,175
215,144,116,151
266,201,106,157
226,223,200,220
226,89,73,213
241,110,117,186
355,322,225,314
223,172,165,199
249,206,128,158
320,298,204,305
214,241,210,186
254,199,90,317
142,38,102,203
349,296,188,299
332,288,332,580
341,259,176,261
262,193,204,31
239,144,116,116
61,344,203,724
366,305,196,302
322,121,161,60
103,101,10,52
415,71,385,137
303,446,476,781
295,147,184,259
266,101,214,95
270,131,97,94
417,17,316,204
272,235,187,293
291,215,79,259
266,189,156,199
364,486,343,691
332,213,184,217
270,221,191,275
108,66,12,577
382,349,242,376
215,109,167,183
237,143,126,177
285,123,88,204
361,504,351,726
385,58,366,186
241,192,23,35
137,63,26,319
455,242,377,169
355,267,246,293
405,409,389,650
238,178,126,172
278,140,94,129
390,483,352,674
291,88,160,89
432,516,403,704
180,201,133,169
416,320,257,358
212,170,128,138
403,31,387,109
216,310,299,649
133,116,37,59
258,121,158,151
140,96,421,440
311,230,137,185
420,270,395,320
467,197,253,147
211,125,30,192
454,528,449,756
262,184,180,231
345,280,176,269
287,453,370,664
354,373,198,266
75,380,411,517
470,564,511,782
158,174,26,41
110,68,116,206
245,205,171,192
114,236,321,612
179,75,148,346
94,24,105,385
279,232,73,174
240,262,187,376
240,135,40,258
320,300,272,279
244,201,104,159
246,162,123,256
295,98,53,150
262,206,166,290
72,131,2,205
427,510,382,741
223,123,137,184
175,163,141,129
288,135,159,90
400,346,273,316
235,206,143,146
365,501,419,813
445,375,292,310
229,160,50,236
118,415,345,655
21,85,9,322
251,196,48,240
201,47,137,172
182,19,51,61
113,405,21,44
171,119,170,168
93,111,122,554
248,177,160,200
423,340,288,352
177,194,134,17
205,121,163,115
251,144,182,216
316,265,241,335
201,101,139,177
214,161,140,258
359,270,192,303
238,206,155,128
302,206,175,223
236,173,125,133
251,191,201,194
414,59,283,129
185,169,135,190
148,99,1,419
83,64,41,304
329,53,227,269
426,517,404,785
118,55,76,151
314,164,148,191
449,439,410,619
143,115,35,447
83,37,34,380
262,173,91,226
116,46,33,84
282,126,304,214
246,178,112,193
219,194,136,227
266,173,12,193
320,190,94,153
358,299,236,344
212,187,197,200
236,136,249,193
346,221,105,158
365,118,325,156
254,171,148,22
360,115,267,182
288,222,189,258
160,179,80,164
315,273,215,361
211,108,109,204
359,402,285,632
275,221,160,246
293,439,357,669
278,158,92,246
105,320,245,597
330,239,121,47
161,39,95,449
111,26,20,360
298,236,189,233
91,180,92,542
320,62,340,214
255,201,129,171
236,203,139,76
296,257,194,304
379,284,140,252
183,165,134,211
296,264,147,225
326,449,356,633
424,327,258,282
177,429,264,633
450,401,400,564
295,249,206,171
147,21,404,204
410,284,429,320
216,196,168,112
430,381,321,461
356,303,226,276
310,540,375,689
387,43,348,82
325,90,341,49
236,214,18,322
236,340,297,566
269,179,162,223
157,148,4,391
327,316,287,304
232,150,51,139
170,153,59,312
260,181,139,134
266,216,85,181
236,217,115,202
207,158,81,82
296,258,134,267
358,292,210,229
249,145,172,35
390,140,317,140
249,237,163,215
251,242,159,119
291,288,236,264
294,169,162,243
276,253,173,150
379,490,355,689
