"cd4","cd8b","cd3","cd8","leaf.code","cluster.id","in.core"
308,264,169,243,66,2,0
277,99,288,193,9,3,1
452,173,397,264,9,3,0
282,213,194,223,66,2,0
180,147,84,321,32,1,0
475,298,309,302,17,7,0
274,207,208,195,67,4,0
269,226,164,312,32,1,0
155,35,63,228,32,1,0
414,259,201,158,66,2,0
355,449,356,731,6,8,1
310,319,263,345,66,2,0
361,278,272,688,6,8,0
143,120,71,368,5,6,1
385,360,221,340,17,7,0
272,226,165,168,67,4,0
173,83,132,110,32,1,0
358,307,191,432,17,7,0
301,224,182,162,66,2,0
300,494,333,764,6,8,1
249,171,139,141,66,2,0
272,338,272,643,6,8,1
273,196,31,231,32,1,0
235,205,155,140,66,2,0
276,187,169,148,67,4,1
370,315,198,310,17,7,0
489,164,382,181,17,7,0
314,199,152,195,66,2,1
227,142,12,226,32,1,0
278,187,80,214,32,1,0
340,499,405,737,6,8,1
292,283,208,316,66,2,0
126,99,21,530,5,6,1
288,59,337,157,9,3,0
326,232,154,188,66,2,0
323,197,176,270,66,2,0
343,262,175,251,17,7,0
298,247,187,332,66,2,0
256,293,225,261,67,4,0
353,290,243,253,66,2,0
73,7,80,206,32,1,0
240,240,50,590,5,6,0
501,183,516,186,17,7,0
330,304,189,276,17,7,0
150,144,46,532,5,6,1
256,170,46,128,32,1,0
143,463,322,655,7,5,1
231,139,160,170,32,1,0
331,261,232,305,66,2,0
247,138,68,186,32,1,0
288,195,147,231,66,2,0
319,260,235,266,66,2,0
192,201,190,166,67,4,0
231,190,110,103,32,1,0
322,198,77,191,32,1,0
303,206,200,202,67,4,0
268,181,20,77,32,1,0
222,194,117,370,32,1,0
374,326,271,309,17,7,1
91,61,69,154,32,1,0
213,204,108,53,32,1,0
310,210,133,123,67,4,0
254,162,195,131,67,4,0
304,207,123,31,66,2,0
263,222,177,146,67,4,0
238,160,9,221,32,1,0
262,180,91,91,32,1,0
249,191,112,126,32,1,1
264,276,291,706,6,8,0
422,253,331,174,17,7,0
496,269,365,244,17,7,0
216,188,41,250,32,1,0
288,196,151,171,66,2,1
118,84,6,265,32,1,0
289,299,364,458,17,7,0
157,24,37,217,32,1,0
195,94,74,52,32,1,0
376,297,236,324,17,7,0
264,177,79,159,32,1,0
173,39,126,153,32,1,0
365,594,462,734,6,8,0
283,205,204,153,67,4,0
117,146,114,268,32,1,0
255,154,156,62,66,2,0
214,204,154,200,67,4,0
277,248,228,301,66,2,0
389,291,230,214,17,7,0
180,123,102,145,32,1,0
259,188,67,171,32,1,0
296,289,230,332,66,2,0
366,339,247,318,17,7,0
366,319,226,253,17,7,0
336,27,247,156,9,3,0
369,322,429,582,6,8,0
36,94,52,486,5,6,0
302,215,240,276,66,2,0
272,205,174,230,66,2,1
272,172,119,170,66,2,1
122,87,90,439,5,6,1
141,170,24,144,32,1,0
257,189,69,155,32,1,0
205,203,152,187,32,1,0
316,281,183,250,32,1,0
464,509,403,771,6,8,1
240,165,160,211,66,2,0
280,205,125,207,66,2,0
439,244,476,160,17,7,0
261,187,91,235,32,1,0
366,284,222,279,17,7,1
138,40,1,161,32,1,0
257,136,99,145,32,1,0
263,256,231,83,67,4,0
198,135,149,142,32,1,0
486,325,317,263,17,7,0
302,185,171,470,32,1,0
185,132,156,172,32,1,0
139,118,7,61,32,1,0
527,357,529,333,17,7,0
435,230,349,158,66,2,0
217,165,92,454,32,1,0
196,177,158,246,32,1,0
250,190,153,201,67,4,1
142,130,96,502,5,6,1
169,112,79,488,5,6,1
369,130,273,267,9,3,1
299,193,166,146,67,4,0
192,437,408,635,7,5,0
310,249,213,551,6,8,0
305,51,301,196,9,3,1
387,252,300,481,17,7,0
198,85,64,127,32,1,0
250,137,67,139,32,1,0
206,136,29,277,32,1,0
238,210,144,296,32,1,0
301,271,163,287,32,1,0
233,150,74,157,32,1,0
322,196,181,210,66,2,0
316,151,174,257,66,2,0
40,424,278,728,7,5,0
186,57,25,502,5,6,0
180,63,88,246,32,1,0
354,195,152,160,66,2,0
436,473,404,778,6,8,1
315,213,186,305,66,2,0
323,275,225,272,66,2,0
305,88,333,142,9,3,0
309,171,124,172,66,2,0
249,196,78,161,32,1,0
280,200,111,206,32,1,0
232,323,146,195,67,4,0
230,166,196,215,66,2,0
134,443,401,652,7,5,1
378,57,283,168,9,3,1
233,137,85,81,32,1,0
208,69,95,148,32,1,0
269,164,212,168,67,4,0
168,146,30,232,32,1,0
252,175,98,145,32,1,1
402,83,308,218,9,3,0
250,228,151,292,32,1,0
247,221,152,222,67,4,1
378,309,249,298,17,7,1
384,367,434,699,6,8,0
267,195,111,200,32,1,1
291,204,168,179,66,2,1
172,134,99,172,32,1,0
253,190,56,168,32,1,0
261,215,181,100,67,4,0
335,179,109,200,66,2,0
130,92,111,302,32,1,0
238,145,135,229,32,1,0
327,284,255,326,66,2,0
107,98,56,445,5,6,1
285,139,106,207,32,1,0
304,217,258,197,67,4,0
313,153,48,166,32,1,0
166,70,14,193,32,1,0
264,242,186,220,67,4,1
195,216,122,129,32,1,0
273,165,93,177,32,1,1
557,315,468,336,17,7,0
172,105,48,241,32,1,0
265,119,216,213,66,2,0
471,466,415,671,6,8,1
328,182,398,221,9,3,0
207,120,107,112,32,1,0
255,245,182,114,67,4,0
460,398,406,376,17,7,0
344,254,164,236,66,2,0
398,429,312,676,6,8,1
391,376,300,247,17,7,0
309,163,182,187,66,2,0
245,402,263,627,6,8,1
264,238,148,241,32,1,0
162,100,173,745,5,6,0
359,312,199,269,66,2,0
256,197,75,146,32,1,0
284,224,110,250,32,1,0
269,210,179,123,67,4,0
265,224,221,442,66,2,0
271,228,201,266,66,2,0
211,202,34,135,32,1,0
270,179,147,160,67,4,0
280,58,116,140,32,1,0
338,463,381,611,6,8,0
315,302,246,332,66,2,0
316,272,224,233,66,2,0
312,260,181,247,66,2,0
151,107,3,509,5,6,1
134,319,83,142,32,1,0
227,221,157,192,67,4,0
258,254,164,323,32,1,0
404,292,250,276,17,7,0
248,174,95,197,32,1,1
140,58,81,178,32,1,0
312,268,164,195,66,2,0
340,313,218,247,66,2,0
441,254,386,262,17,7,0
302,210,115,217,66,2,0
268,113,73,25,32,1,0
306,257,223,545,6,8,0
129,383,178,638,7,5,1
306,231,111,189,32,1,0
249,226,130,271,32,1,0
366,314,256,352,17,7,1
305,486,341,672,6,8,1
197,487,362,665,7,5,0
297,235,171,435,32,1,0
219,168,112,83,32,1,0
31,95,315,127,67,4,0
353,235,137,297,66,2,0
360,476,347,751,6,8,1
66,314,343,645,7,5,0
181,123,62,143,32,1,0
211,210,151,196,67,4,0
254,200,130,231,32,1,1
122,118,35,549,5,6,1
237,166,144,173,32,1,0
382,275,205,287,17,7,0
208,174,146,212,32,1,0
382,461,314,701,6,8,1
247,236,104,277,32,1,0
273,188,152,259,66,2,0
396,268,178,240,17,7,0
378,470,338,701,6,8,1
320,247,186,373,66,2,0
204,230,180,558,5,6,0
250,178,61,252,32,1,0
252,189,145,262,66,2,0
228,141,130,198,32,1,0
340,237,204,194,66,2,0
127,85,73,308,32,1,0
301,74,224,123,9,3,1
347,270,272,278,66,2,0
302,46,253,3,9,3,0
103,100,60,427,5,6,1
162,206,99,198,32,1,0
477,377,330,372,17,7,0
324,251,172,185,66,2,0
252,228,153,201,67,4,0
288,117,124,256,32,1,0
132,103,130,404,5,6,1
226,117,114,132,32,1,0
259,209,182,236,67,4,0
91,287,89,568,7,5,0
238,202,171,192,67,4,1
282,152,36,244,32,1,0
269,174,151,192,66,2,1
299,240,214,113,67,4,0
185,143,142,45,66,2,0
97,301,225,675,7,5,1
311,491,333,769,6,8,1
286,248,186,169,66,2,0
322,245,243,277,66,2,0
339,356,360,642,6,8,0
235,78,207,170,66,2,0
269,226,134,229,32,1,1
245,98,24,166,32,1,0
235,168,172,125,66,2,0
217,151,222,178,67,4,0
325,99,215,175,67,4,0
96,101,447,557,7,5,0
351,219,198,134,66,2,0
107,319,228,626,7,5,1
491,370,433,363,17,7,0
296,151,77,162,32,1,0
271,226,193,281,66,2,1
196,192,181,173,67,4,0
345,224,388,469,17,7,0
264,165,118,78,66,2,0
268,219,136,189,32,1,0
234,203,152,167,67,4,0
378,471,435,784,6,8,1
134,165,125,545,5,6,0
353,228,161,183,66,2,0
248,213,188,129,67,4,0
231,184,150,252,66,2,0
236,167,160,175,32,1,0
235,168,68,77,32,1,0
298,147,278,197,9,3,1
517,316,425,441,17,7,0
293,222,129,264,32,1,0
375,277,267,254,17,7,0
274,228,187,191,67,4,0
103,293,103,604,7,5,0
468,371,432,657,6,8,0
472,462,405,732,6,8,1
121,54,73,117,32,1,0
312,249,200,233,66,2,0
288,215,104,248,32,1,0
263,219,139,275,32,1,0
206,163,72,225,32,1,0
342,304,229,293,66,2,0
253,159,109,197,32,1,1
175,51,99,375,5,6,0
279,271,155,278,32,1,0
322,242,125,215,66,2,0
207,94,109,167,32,1,0
333,261,213,288,66,2,0
274,214,187,236,66,2,1
322,137,133,166,66,2,0
101,401,280,623,7,5,1
175,167,69,446,5,6,1
291,246,88,120,32,1,0
350,500,358,724,6,8,1
252,177,147,107,66,2,0
376,328,267,318,17,7,1
315,184,109,262,32,1,0
168,114,100,372,5,6,1
261,214,188,184,67,4,0
186,124,96,79,32,1,0
158,178,36,154,32,1,0
237,183,41,120,32,1,0
237,146,138,133,66,2,0
331,174,331,190,9,3,0
242,129,72,195,32,1,0
226,149,173,202,66,2,0
421,357,313,307,17,7,0
184,133,118,406,5,6,1
360,255,154,175,66,2,0
336,261,161,272,17,7,0
136,90,109,47,32,1,0
140,77,48,318,5,6,1
253,209,112,223,32,1,1
166,148,362,572,7,5,0
276,231,109,154,32,1,0
288,227,220,210,67,4,0
324,141,215,97,67,4,0
132,267,368,583,7,5,0
282,211,154,253,32,1,1
291,230,168,176,66,2,0
259,235,181,77,67,4,0
239,208,92,239,32,1,0
276,225,161,569,5,6,0
318,242,183,281,17,7,1
329,268,150,243,17,7,0
244,139,448,99,9,3,0
114,167,29,504,5,6,0
313,123,199,228,66,2,0
267,131,136,226,32,1,0
413,3,387,245,9,3,0
304,252,218,242,66,2,0
341,250,211,265,66,2,0
285,206,154,433,32,1,0
247,233,206,125,67,4,0
299,152,205,192,66,2,0
487,487,439,782,6,8,1
260,242,192,260,67,4,0
217,73,118,83,32,1,0
283,237,159,227,32,1,1
275,203,140,212,66,2,1
153,83,285,307,67,4,0
206,114,36,147,32,1,0
309,214,85,222,32,1,0
140,92,90,240,32,1,0
248,204,139,241,66,2,1
239,149,84,250,32,1,0
228,58,104,182,32,1,0
242,5,191,77,9,3,0
202,192,94,224,32,1,0
304,229,162,137,66,2,0
211,171,43,204,32,1,0
283,198,48,192,32,1,0
159,14,59,616,5,6,0
262,212,144,160,67,4,0
309,235,379,179,9,3,0
200,126,86,177,32,1,0
399,338,296,337,17,7,0
280,153,142,25,66,2,0
340,325,239,361,17,7,0
256,214,153,356,32,1,0
379,133,272,71,9,3,0
89,282,249,592,7,5,1
246,115,121,164,32,1,0
146,73,64,532,5,6,1
266,199,174,278,66,2,0
263,207,227,115,67,4,0
245,173,190,161,67,4,0
245,202,101,147,32,1,1
274,212,89,262,32,1,0
465,116,456,165,9,3,0
228,122,127,217,32,1,0
272,267,190,254,67,4,0
125,82,126,65,32,1,0
234,243,138,486,32,1,0
285,216,179,186,66,2,0
323,184,98,272,32,1,0
148,141,25,267,32,1,0
202,123,96,110,32,1,0
102,57,58,179,32,1,0
219,142,105,122,32,1,0
562,526,469,770,6,8,0
285,220,188,247,66,2,1
245,175,127,153,66,2,1
319,247,168,233,17,7,1
306,230,160,172,66,2,0
294,162,122,148,66,2,0
274,163,315,121,9,3,0
277,154,108,316,66,2,0
38,3,17,422,5,6,0
297,234,161,385,32,1,0
310,193,170,116,67,4,0
281,233,187,319,32,1,0
213,162,168,2,66,2,0
194,223,203,45,66,2,0
236,172,76,3,32,1,0
250,218,112,236,32,1,1
472,277,298,229,17,7,0
397,351,252,301,17,7,0
218,203,295,86,67,4,0
244,139,29,173,32,1,0
137,52,116,226,32,1,0
259,64,220,194,9,3,1
131,37,156,125,32,1,0
259,156,176,198,66,2,0
426,149,418,145,9,3,0
459,521,445,745,6,8,1
271,281,325,594,6,8,0
121,11,52,584,5,6,0
129,166,64,126,32,1,0
287,109,222,207,66,2,0
133,109,66,254,32,1,0
285,258,101,262,32,1,0
216,211,134,190,32,1,0
338,215,197,92,67,4,0
240,150,183,235,66,2,0
335,288,234,251,66,2,0
267,168,98,178,32,1,1
230,214,44,226,32,1,0
223,102,109,206,32,1,0
298,191,66,253,32,1,0
109,104,41,140,32,1,0
189,195,195,187,67,4,0
242,196,219,35,66,2,0
66,26,354,143,9,3,0
228,161,81,7,32,1,0
277,215,172,268,66,2,0
279,99,257,126,9,3,1
350,488,380,739,6,8,1
487,423,346,378,17,7,0
176,136,7,100,32,1,0
254,217,183,261,67,4,0
313,488,358,694,6,8,1
325,184,328,144,9,3,0
270,281,355,670,6,8,0
294,225,137,231,66,2,0
212,224,90,145,32,1,0
168,402,279,705,7,5,1
300,230,189,205,66,2,0
289,254,218,191,67,4,0
325,457,361,663,6,8,1
266,146,100,190,32,1,0
431,363,332,440,17,7,0
245,101,184,57,66,2,0
261,222,125,629,5,6,0
237,198,91,271,32,1,0
280,172,360,296,9,3,0
468,51,473,200,9,3,0
192,189,122,73,32,1,0
280,204,176,226,66,2,1
161,109,74,199,32,1,0
414,66,407,238,9,3,0
373,282,263,337,17,7,0
284,172,139,193,66,2,0
276,208,151,245,32,1,1
278,177,93,197,32,1,0
203,216,108,148,32,1,0
351,114,330,187,9,3,1
279,205,140,163,66,2,0
317,159,193,112,67,4,0
201,173,119,258,32,1,0
139,29,68,498,5,6,0
306,197,237,264,66,2,0
325,201,206,146,66,2,0
264,138,108,138,32,1,0
293,200,185,216,32,1,0
216,94,189,229,66,2,0
181,158,97,223,32,1,0
318,191,73,144,32,1,0
259,217,193,191,67,4,0
286,168,122,149,66,2,0
203,180,61,171,32,1,0
266,105,243,142,9,3,1
150,88,38,469,5,6,1
74,35,71,41,32,1,0
315,260,231,253,66,2,0
289,450,311,659,6,8,1
171,116,4,495,5,6,1
251,170,80,169,32,1,1
191,47,53,209,32,1,0
286,229,175,134,67,4,0
119,32,419,12,9,3,0
244,126,68,211,32,1,0
252,193,146,238,32,1,0
291,214,183,288,66,2,0
441,220,284,257,17,7,0
311,250,198,320,66,2,0
276,262,243,271,66,2,0
108,103,246,539,5,6,0
287,224,213,230,66,2,0
412,350,351,351,17,7,0
110,285,159,591,7,5,1
62,118,106,341,32,1,0
136,153,46,302,32,1,0
236,241,234,163,67,4,0
318,264,138,297,66,2,0
468,223,315,263,17,7,0
234,151,108,241,32,1,0
250,170,169,179,67,4,0
268,268,202,335,66,2,0
306,233,224,253,66,2,0
271,240,214,290,66,2,0
270,231,148,237,32,1,1
431,276,379,260,17,7,0
431,2,341,211,9,3,0
305,200,33,178,32,1,0
129,150,280,644,5,6,0
226,176,197,311,66,2,0
372,282,374,314,17,7,0
269,216,146,213,32,1,1
175,69,113,104,32,1,0
265,154,47,205,32,1,0
235,445,373,767,6,8,0
94,110,19,590,5,6,0
243,140,45,134,32,1,0
299,244,120,199,66,2,0
217,118,50,146,32,1,0
203,478,432,674,7,5,0
197,150,177,225,32,1,0
250,139,168,109,66,2,0
277,188,55,202,32,1,0
330,196,146,199,66,2,0
237,135,156,154,32,1,0
288,163,117,132,32,1,0
293,212,127,283,32,1,0
91,270,215,595,7,5,1
268,204,170,196,67,4,1
172,183,120,141,32,1,0
174,96,148,236,32,1,0
258,261,211,656,7,5,0
304,228,92,266,32,1,0
261,143,199,217,66,2,0
200,113,44,272,32,1,0
321,281,184,303,17,7,0
407,302,232,314,17,7,0
263,216,179,193,67,4,0
259,205,110,276,32,1,0
242,370,306,621,6,8,1
319,233,244,290,66,2,0
254,195,217,243,66,2,0
355,281,246,213,66,2,0
319,230,98,170,32,1,0
120,145,93,454,5,6,1
317,156,101,173,32,1,0
284,48,232,257,9,3,0
241,172,119,117,66,2,0
324,151,384,235,9,3,0
174,53,32,279,5,6,1
149,64,308,137,9,3,0
134,287,265,653,7,5,0
224,127,56,214,32,1,0
254,215,83,270,32,1,0
152,73,69,188,32,1,0
146,103,18,468,5,6,1
172,152,130,172,32,1,0
175,144,104,231,32,1,0
82,315,205,677,7,5,1
246,190,24,153,32,1,0
317,192,155,229,66,2,0
275,220,176,223,66,2,1
219,172,119,230,32,1,0
252,167,128,205,32,1,1
233,183,81,251,32,1,0
306,182,136,371,32,1,0
189,184,79,108,32,1,0
280,213,77,153,32,1,0
107,148,65,314,32,1,0
106,54,26,451,5,6,0
370,219,160,133,66,2,0
228,183,118,181,32,1,1
223,209,146,144,66,2,0
258,215,60,152,32,1,0
277,186,146,286,66,2,0
308,282,243,252,67,4,0
277,212,184,211,67,4,1
265,172,103,219,32,1,0
275,144,153,16,66,2,0
252,146,101,221,32,1,0
196,178,6,298,32,1,0
173,129,135,235,32,1,0
170,415,170,615,7,5,0
292,167,2,187,32,1,0
198,138,18,299,32,1,0
408,318,289,324,17,7,0
292,237,173,236,32,1,0
35,85,108,255,32,1,0
240,218,110,255,32,1,0
282,196,168,63,66,2,0
280,197,107,320,32,1,0
263,205,142,262,32,1,1
273,139,43,255,32,1,0
214,42,210,21,66,2,0
292,84,96,162,32,1,0
251,201,153,128,66,2,0
167,105,101,92,32,1,0
315,172,168,208,66,2,0
268,186,136,172,66,2,1
104,87,52,111,32,1,0
127,83,522,469,5,6,0
83,322,423,602,7,5,0
104,96,144,277,32,1,0
291,239,185,137,66,2,0
333,47,294,142,9,3,1
159,101,96,373,5,6,1
193,114,1,77,32,1,0
365,273,199,251,17,7,0
314,177,176,242,66,2,0
237,54,155,111,66,2,0
267,223,185,233,67,4,1
206,182,91,270,32,1,0
283,258,217,224,67,4,0
304,180,146,201,66,2,0
50,278,77,602,7,5,0
350,464,316,679,6,8,1
356,337,239,337,17,7,0
263,118,164,141,66,2,0
273,213,106,222,32,1,0
199,174,177,74,66,2,0
428,228,362,112,9,3,0
298,173,219,141,67,4,0
205,191,53,234,32,1,0
180,170,63,94,32,1,0
234,175,49,11,32,1,0
297,230,178,409,32,1,0
140,9,18,338,5,6,0
241,234,66,89,32,1,0
237,134,42,254,32,1,0
337,239,233,456,17,7,0
317,148,93,108,32,1,0
337,188,143,175,66,2,0
319,230,160,230,66,2,1
277,232,221,222,67,4,0
389,315,278,354,17,7,0
232,166,114,95,66,2,0
335,75,232,32,9,3,0
147,138,420,701,7,5,0
125,67,105,379,5,6,1
101,186,107,243,32,1,0
74,89,9,481,5,6,1
196,176,86,172,32,1,0
413,438,369,678,6,8,1
271,192,117,145,32,1,0
238,207,99,290,32,1,0
260,154,172,207,66,2,0
243,193,47,132,32,1,0
230,174,34,217,32,1,0
246,174,155,65,66,2,0
320,171,109,193,66,2,0
331,304,245,175,67,4,0
286,197,163,223,66,2,0
245,209,167,197,67,4,1
247,176,98,215,32,1,1
305,28,271,198,9,3,0
114,41,35,217,32,1,0
452,279,393,518,6,8,0
345,304,214,316,66,2,0
73,85,58,61,32,1,0
287,165,67,198,32,1,0
300,241,321,199,67,4,0
127,111,112,423,5,6,1
299,217,151,247,66,2,0
140,114,82,524,5,6,1
246,176,154,224,66,2,0
160,159,35,519,5,6,1
182,183,51,185,32,1,0
271,202,160,265,66,2,0
322,256,236,208,66,2,0
61,91,49,267,32,1,0
189,90,6,185,32,1,0
254,210,101,293,32,1,0
236,38,133,183,32,1,0
340,284,223,349,66,2,0
415,244,298,226,17,7,0
262,174,162,139,67,4,0
221,234,43,191,32,1,0
267,184,219,156,67,4,0
192,142,94,22,32,1,0
162,93,5,500,5,6,1
191,189,178,262,67,4,0
251,199,139,101,32,1,0
279,257,231,370,66,2,0
250,205,136,216,32,1,1
124,104,99,81,32,1,0
287,185,165,98,67,4,0
208,134,151,90,66,2,0
317,106,139,153,66,2,0
202,208,141,36,32,1,0
181,250,99,590,5,6,0
204,101,162,162,32,1,0
229,193,146,207,32,1,0
245,165,115,145,32,1,0
221,267,31,150,32,1,0
258,133,322,187,9,3,0
310,89,179,194,66,2,0
154,128,69,248,32,1,0
183,52,29,527,5,6,0
395,316,241,318,17,7,0
365,285,152,321,66,2,0
241,214,167,212,67,4,1
307,311,210,289,67,4,0
251,222,144,166,67,4,0
275,480,398,708,6,8,1
260,244,224,436,66,2,0
228,204,97,225,32,1,0
258,243,145,312,32,1,0
203,207,115,190,32,1,0
274,119,64,113,32,1,0
244,185,75,62,32,1,0
258,160,119,196,32,1,1
320,204,185,217,66,2,0
337,279,241,239,66,2,0
189,176,56,258,32,1,0
366,157,256,197,9,3,0
325,251,218,266,66,2,0
274,145,163,109,66,2,0
239,153,129,172,32,1,0
233,163,129,221,32,1,0
372,72,343,18,9,3,0
264,57,216,153,9,3,1
224,210,180,417,32,1,0
184,108,184,445,5,6,0
252,219,154,213,67,4,1
134,125,72,274,32,1,0
378,44,290,60,9,3,1
244,135,105,261,32,1,0
243,217,197,226,67,4,0
215,184,133,153,32,1,0
124,63,382,224,9,3,0
122,61,42,250,32,1,0
221,191,191,148,67,4,0
164,112,97,198,32,1,0
421,583,430,743,6,8,0
209,169,187,186,67,4,0
223,29,74,224,32,1,0
210,79,94,158,32,1,0
246,181,145,132,66,2,0
389,85,316,91,9,3,1
321,160,182,155,67,4,0
213,153,78,140,32,1,0
147,77,109,169,32,1,0
272,201,142,338,32,1,0
268,184,70,212,32,1,0
145,143,63,144,32,1,0
187,113,9,589,5,6,0
315,59,215,1,9,3,0
330,166,156,251,66,2,0
230,164,65,134,32,1,0
110,175,73,427,5,6,0
258,180,138,214,32,1,1
150,91,92,161,32,1,0
281,239,156,270,32,1,0
215,170,72,149,32,1,0
274,224,123,129,32,1,0
277,273,224,286,66,2,0
365,138,139,70,66,2,0
296,282,222,260,67,4,0
315,208,162,286,66,2,0
285,221,198,291,66,2,0
293,178,141,157,66,2,0
72,113,305,548,7,5,0
115,55,51,665,5,6,0
382,155,255,188,9,3,0
235,151,153,179,32,1,0
386,323,276,400,17,7,0
242,201,142,168,66,2,0
315,82,319,192,9,3,0
118,433,397,734,7,5,0
208,206,5,222,32,1,0
304,155,147,20,66,2,0
268,94,99,141,32,1,0
149,81,75,419,5,6,1
211,157,154,165,32,1,0
93,73,118,143,32,1,0
326,242,78,204,32,1,0
306,132,236,129,9,3,0
308,202,189,199,66,2,0
252,327,388,732,6,8,0
195,147,100,182,32,1,0
289,161,102,260,32,1,0
234,186,93,108,32,1,1
253,179,136,158,66,2,1
272,197,150,262,32,1,0
274,188,43,165,32,1,0
69,75,235,467,5,6,0
317,167,47,180,32,1,0
234,189,15,179,32,1,0
260,159,49,117,32,1,0
285,492,347,723,6,8,1
297,200,103,24,32,1,0
249,92,7,173,32,1,0
293,173,158,271,66,2,0
336,286,159,324,66,2,0
110,221,447,486,7,5,0
284,178,180,198,66,2,0
133,99,41,345,5,6,1
222,220,113,74,32,1,0
208,143,54,128,32,1,0
225,135,111,207,32,1,0
100,42,53,569,5,6,0
337,65,237,73,9,3,1
239,142,121,231,32,1,0
265,434,309,651,6,8,1
253,190,159,249,66,2,0
240,111,35,210,32,1,0
462,210,324,234,17,7,0
217,174,103,199,32,1,1
261,190,95,137,32,1,0
96,10,32,492,5,6,0
134,291,311,515,7,5,0
112,300,258,595,7,5,1
342,278,280,257,66,2,0
405,131,254,291,9,3,0
243,188,128,30,32,1,0
377,319,364,607,6,8,0
250,198,90,210,32,1,1
101,131,104,172,32,1,0
353,282,269,223,66,2,0
312,190,106,287,32,1,0
242,113,136,151,32,1,0
301,249,223,215,66,2,0
259,312,224,586,6,8,0
214,203,107,210,32,1,0
278,70,278,125,9,3,0
339,245,200,317,66,2,0
251,455,299,636,6,8,0
99,117,70,598,5,6,1
241,166,99,156,32,1,0
278,221,185,231,66,2,1
176,111,119,109,32,1,0
248,176,202,158,67,4,0
409,332,462,406,17,7,0
197,44,87,345,5,6,0
331,216,154,240,66,2,0
399,336,304,415,17,7,0
495,525,415,667,6,8,1
454,364,364,355,17,7,0
219,153,105,128,32,1,0
25,6,347,290,67,4,0
199,115,138,405,5,6,0
304,279,174,265,32,1,0
279,171,132,236,66,2,0
188,49,85,324,32,1,0
284,177,130,156,66,2,0
243,152,150,166,66,2,0
133,82,53,421,5,6,1
433,400,311,435,17,7,0
280,247,16,257,32,1,0
297,317,166,245,67,4,0
229,194,129,206,32,1,1
363,294,243,238,66,2,0
276,186,139,181,66,2,1
293,132,314,229,9,3,1
228,180,140,125,66,2,0
104,96,107,202,32,1,0
327,286,260,329,66,2,0
330,264,170,279,17,7,0
289,216,123,179,32,1,0
474,305,429,405,17,7,0
370,136,310,184,9,3,1
274,235,203,218,67,4,0
257,136,72,32,32,1,0
228,230,116,141,32,1,0
318,191,139,171,66,2,0
297,127,97,136,32,1,0
30,45,58,164,32,1,0
246,61,92,143,32,1,0
132,440,454,578,7,5,0
320,290,156,292,32,1,0
260,204,126,232,32,1,1
188,92,93,120,32,1,0
422,205,281,227,66,2,0
193,120,108,219,32,1,0
84,28,87,625,5,6,0
240,149,80,162,32,1,0
291,208,114,218,66,2,0
242,180,135,242,32,1,0
304,408,338,639,6,8,1
121,58,100,366,5,6,1
296,222,167,243,66,2,1
140,148,113,289,32,1,0
242,147,155,257,66,2,0
246,113,186,106,66,2,0
254,194,145,138,66,2,0
314,161,186,63,66,2,0
252,156,57,163,32,1,0
338,223,186,276,66,2,0
262,222,22,345,32,1,0
444,312,292,282,17,7,0
436,5,447,140,9,3,0
393,173,368,249,9,3,1
250,142,67,190,32,1,0
232,249,198,314,66,2,0
141,446,317,678,7,5,1
400,293,226,238,17,7,0
239,141,91,183,32,1,0
330,505,433,706,6,8,1
293,86,263,200,9,3,1
265,63,199,223,9,3,0
209,102,124,93,32,1,0
333,198,104,138,32,1,0
270,46,313,207,9,3,0
354,15,369,168,9,3,0
282,127,92,226,32,1,0
478,167,395,223,17,7,0
315,288,206,509,17,7,0
334,286,260,230,66,2,0
423,345,298,346,17,7,0
303,194,205,285,66,2,0
266,149,177,162,67,4,0
334,159,6,154,32,1,0
306,193,41,209,32,1,0
441,137,397,137,9,3,0
305,195,100,168,32,1,0
291,200,82,182,32,1,0
294,138,1,250,32,1,0
219,135,134,137,32,1,0
252,147,105,233,32,1,0
312,163,105,159,32,1,0
262,211,136,195,32,1,1
202,331,285,572,6,8,0
279,15,19,254,32,1,0
242,148,101,194,32,1,0
142,301,209,642,7,5,1
229,140,130,197,32,1,0
335,100,368,127,9,3,0
217,138,66,170,32,1,0
279,163,73,169,32,1,0
194,289,376,638,7,5,0
238,197,130,127,32,1,0
309,106,352,53,9,3,0
388,270,195,296,17,7,0
363,253,183,211,66,2,0
469,247,383,265,17,7,0
241,156,172,245,66,2,0
289,214,98,73,32,1,0
266,237,114,234,32,1,0
228,117,179,132,66,2,0
232,198,69,150,32,1,0
285,147,121,133,32,1,0
256,40,181,183,9,3,0
129,119,188,243,32,1,0
141,438,332,688,7,5,1
183,108,106,185,32,1,0
153,79,73,214,32,1,0
93,21,299,98,9,3,0
272,160,73,116,32,1,0
446,84,296,231,9,3,0
264,241,136,232,32,1,0
183,123,68,287,32,1,0
418,236,364,79,9,3,0
264,180,134,170,66,2,1
142,63,249,600,5,6,0
329,211,207,278,66,2,0
233,141,139,88,66,2,0
443,451,395,660,6,8,1
182,272,309,480,6,8,0
443,202,330,228,17,7,0
355,101,256,87,9,3,1
275,185,122,115,32,1,0
231,218,71,217,32,1,0
224,128,65,125,32,1,0
91,1,173,200,32,1,0
236,225,189,222,67,4,0
265,240,246,287,66,2,0
26,114,76,178,32,1,0
224,170,159,269,67,4,0
262,568,448,774,6,8,0
